Ticker,TradeDate,Open,High,Low,Close,Volume,Change,ChangePercent
ABM,9/27/2013 12:00:00 AM,,,,,147204,0.0452,0.1890
ABMD,9/27/2013 12:00:00 AM,,,,,398089,0.1100,0.5900
ABR,9/27/2013 12:00:00 AM,,,,,278960,-0.0130,-0.2900
ABT,9/27/2013 12:00:00 AM,,,,,11822906,-0.4662,-1.5450
ABUS,9/27/2013 12:00:00 AM,,,,,193695,-0.2800,-3.6650
ACAD,9/27/2013 12:00:00 AM,,,,,2570485,0.8200,3.1290
ACC,9/27/2013 12:00:00 AM,,,,,540112,-0.1148,-0.4010
ACCO,9/27/2013 12:00:00 AM,,,,,312839,-0.0789,-1.1760
ACGL,9/27/2013 12:00:00 AM,,,,,864771,-0.0050,-0.0280
ACHC,9/27/2013 12:00:00 AM,,,,,337009,0.5100,1.3050
ACHN,9/27/2013 12:00:00 AM,,,,,2086594,-0.1500,-2.0300
ACIW,9/27/2013 12:00:00 AM,,,,,1055568,0.0300,0.2220
ACLS,9/27/2013 12:00:00 AM,,,,,95863,-0.2400,-2.7150
ACM,9/27/2013 12:00:00 AM,,,,,471870,-0.3500,-1.1090
ACN,9/27/2013 12:00:00 AM,,,,,8860556,-1.5965,-2.3460
ACNB,9/27/2013 12:00:00 AM,,,,,11687,0.0591,0.4140
ACOR,9/27/2013 12:00:00 AM,,,,,125604,-0.5000,-1.4190
ACRE,9/27/2013 12:00:00 AM,,,,,352591,0.0336,0.4030
ACTG,9/27/2013 12:00:00 AM,,,,,262942,-0.1187,-0.5740
ACXM,9/27/2013 12:00:00 AM,,,,,653388,-0.2800,-0.9950
ADBE,9/27/2013 12:00:00 AM,,,,,2382014,-0.0700,-0.1340
ADC,9/27/2013 12:00:00 AM,,,,,21231,-0.1262,-0.5320
ADI,9/27/2013 12:00:00 AM,,,,,1957874,-0.4934,-1.1800
ADM,9/27/2013 12:00:00 AM,,,,,3724841,0.2731,0.8420
ADP,9/27/2013 12:00:00 AM,,,,,1293720,-0.3208,-0.4940
ADS,9/27/2013 12:00:00 AM,,,,,199414,-1.8643,-0.9000
ADSK,9/27/2013 12:00:00 AM,,,,,3170404,-0.1500,-0.3580
ADT,9/27/2013 12:00:00 AM,,,,,2145721,-0.8116,-2.0650
ADTN,9/27/2013 12:00:00 AM,,,,,156738,-0.1813,-0.7490
ADUS,9/27/2013 12:00:00 AM,,,,,71063,-0.5900,-2.0170
AE,9/27/2013 12:00:00 AM,,,,,5164,-0.3174,-0.6010
AEE,9/27/2013 12:00:00 AM,,,,,1937399,-0.1251,-0.4270
AEGN,9/27/2013 12:00:00 AM,,,,,81133,-0.1600,-0.6700
AEIS,9/27/2013 12:00:00 AM,,,,,387420,-0.1500,-0.8450
AEL,9/27/2013 12:00:00 AM,,,,,750174,-0.0862,-0.4240
AEO,9/27/2013 12:00:00 AM,,,,,2589354,0.0762,0.6320
AEP,9/27/2013 12:00:00 AM,,,,,1803698,-0.1663,-0.4580
AES,9/27/2013 12:00:00 AM,,,,,2771266,-0.1018,-0.8830
AET,9/27/2013 12:00:00 AM,,,,,1625031,-0.2842,-0.4630
AFG,9/27/2013 12:00:00 AM,,,,,183898,0.0913,0.2030
AFL,9/27/2013 12:00:00 AM,,,,,3378116,-0.1334,-0.4800
AFSI,9/27/2013 12:00:00 AM,,,,,949694,-0.2200,-1.2650
AGCO,9/27/2013 12:00:00 AM,,,,,1256726,-0.0286,-0.0490
AGEN,9/27/2013 12:00:00 AM,,,,,214306,0.0200,0.7120
AGIO,9/27/2013 12:00:00 AM,,,,,127012,0.4200,1.5310
AGM,9/27/2013 12:00:00 AM,,,,,10180,-0.0984,-0.3280
AGN,9/27/2013 12:00:00 AM,,,,,2479852,1.5883,1.1420
AGNC,9/27/2013 12:00:00 AM,,,,,4632510,-0.0112,-0.0870
AGO,9/27/2013 12:00:00 AM,,,,,4083287,-0.2109,-1.1840
AGX,9/27/2013 12:00:00 AM,,,,,25888,0.0697,0.3680
AGYS,9/27/2013 12:00:00 AM,,,,,18967,-0.1300,-1.0590
AHH,9/27/2013 12:00:00 AM,,,,,89144,-0.2775,-3.5440
AHL,9/27/2013 12:00:00 AM,,,,,483188,-0.0907,-0.2740
AHT,9/27/2013 12:00:00 AM,,,,,978170,-0.0069,-0.0800
AI,9/27/2013 12:00:00 AM,,,,,130209,-0.0467,-0.4040
AIG,9/27/2013 12:00:00 AM,,,,,6020619,-0.2754,-0.6070
AIMC,9/27/2013 12:00:00 AM,,,,,63117,-0.3208,-1.2780
AIN,9/27/2013 12:00:00 AM,,,,,93549,-0.6109,-1.8140
AIR,9/27/2013 12:00:00 AM,,,,,316594,-0.1141,-0.4300
AIT,9/27/2013 12:00:00 AM,,,,,121385,-0.1615,-0.3500
AIV,9/27/2013 12:00:00 AM,,,,,552072,-0.1017,-0.4240
AIZ,9/27/2013 12:00:00 AM,,,,,463665,-0.5840,-1.1830
AJG,9/27/2013 12:00:00 AM,,,,,368772,-0.2243,-0.5880
AJRD,9/27/2013 12:00:00 AM,,,,,174918,-0.0600,-0.3690
AKAM,9/27/2013 12:00:00 AM,,,,,1853999,-1.0200,-1.9330
AKR,9/27/2013 12:00:00 AM,,,,,163484,-0.0834,-0.4030
AKRX,9/27/2013 12:00:00 AM,,,,,694176,0.3700,1.9880
AKS,9/27/2013 12:00:00 AM,,,,,6694181,-0.1100,-2.7920
AL,9/27/2013 12:00:00 AM,,,,,255665,-0.2036,-0.7540
ALB,9/27/2013 12:00:00 AM,,,,,352708,-0.1660,-0.2860
ALBO,9/27/2013 12:00:00 AM,,,,,11298,1.2000,1.2620
ALCO,9/27/2013 12:00:00 AM,,,,,2850,0.8195,2.0220
ALE,9/27/2013 12:00:00 AM,,,,,96210,-0.3350,-0.8200
ALEX,9/27/2013 12:00:00 AM,,,,,192273,-0.4062,-1.9490
ALG,9/27/2013 12:00:00 AM,,,,,18732,0.3892,0.8200
ALGN,9/27/2013 12:00:00 AM,,,,,637990,-0.3000,-0.6240
ALGT,9/27/2013 12:00:00 AM,,,,,159393,2.6040,2.8010
ALK,9/27/2013 12:00:00 AM,,,,,965694,-0.2873,-0.9660
ALKS,9/27/2013 12:00:00 AM,,,,,337293,-0.2900,-0.8550
ALL,9/27/2013 12:00:00 AM,,,,,2622028,-0.2552,-0.5450
ALNY,9/27/2013 12:00:00 AM,,,,,565029,0.2900,0.4550
ALSN,9/27/2013 12:00:00 AM,,,,,318675,0.2650,1.1680
ALTR,9/27/2013 12:00:00 AM,,,,,2074137,-0.3264,-0.9120
ALX,9/27/2013 12:00:00 AM,,,,,1129,-0.1730,-0.0730
ALXN,9/27/2013 12:00:00 AM,,,,,743251,0.4500,0.3880
AMAG,9/27/2013 12:00:00 AM,,,,,89680,-0.7400,-3.3050
AMAT,9/27/2013 12:00:00 AM,,,,,14483865,-0.1567,-0.9570
AMBA,9/27/2013 12:00:00 AM,,,,,1151781,-0.3100,-1.5880
AMBC,9/27/2013 12:00:00 AM,,,,,638148,-0.5500,-2.8220
AMCX,9/27/2013 12:00:00 AM,,,,,324572,0.4300,0.6470
AMD,9/27/2013 12:00:00 AM,,,,,11405383,-0.0300,-0.7710
AME,9/27/2013 12:00:00 AM,,,,,1384591,-0.5516,-1.2330
AMED,9/27/2013 12:00:00 AM,,,,,151323,0.1200,0.7110
AMG,9/27/2013 12:00:00 AM,,,,,202107,-0.8712,-0.4760
AMGN,9/27/2013 12:00:00 AM,,,,,1940152,0.3019,0.3010
AMH,9/27/2013 12:00:00 AM,,,,,428115,-0.3032,-1.9140
AMKR,9/27/2013 12:00:00 AM,,,,,406914,-0.0500,-1.1420
AMN,9/27/2013 12:00:00 AM,,,,,230721,-0.1500,-1.0560
AMNB,9/27/2013 12:00:00 AM,,,,,28776,-0.0507,-0.2510
AMOT,9/27/2013 12:00:00 AM,,,,,8860,0.1074,1.3660
AMP,9/27/2013 12:00:00 AM,,,,,601250,-0.1418,-0.1750
AMPE,9/27/2013 12:00:00 AM,,,,,572529,0.2500,3.3160
AMRC,9/27/2013 12:00:00 AM,,,,,143197,-0.1600,-1.6310
AMRS,9/27/2013 12:00:00 AM,,,,,104498,-0.7500,-2.1550
AMRX,9/27/2013 12:00:00 AM,,,,,264480,-0.0400,-0.1970
AMSF,9/27/2013 12:00:00 AM,,,,,27248,-0.1545,-0.5370
AMSWA,9/27/2013 12:00:00 AM,,,,,22466,-0.0245,-0.3510
AMT,9/27/2013 12:00:00 AM,,,,,2552160,-0.1006,-0.1470
AMTD,9/27/2013 12:00:00 AM,,,,,2064845,-0.1170,-0.4920
AMWD,9/27/2013 12:00:00 AM,,,,,29522,-0.6100,-1.7040
AMZN,9/27/2013 12:00:00 AM,,,,,1657457,-2.1100,-0.6630
AN,9/27/2013 12:00:00 AM,,,,,781993,0.4400,0.8420
ANAT,9/27/2013 12:00:00 AM,,,,,6404,0.1825,0.2130
ANCX,9/27/2013 12:00:00 AM,,,,,8721,-0.3920,-3.2170
ANDE,9/27/2013 12:00:00 AM,,,,,212820,-0.7752,-1.7780
ANDV,9/27/2013 12:00:00 AM,,,,,2080959,0.1887,0.4720
ANF,9/27/2013 12:00:00 AM,,,,,3935281,-0.4469,-1.4790
ANGO,9/27/2013 12:00:00 AM,,,,,69726,-0.1000,-0.7550
ANH,9/27/2013 12:00:00 AM,,,,,849569,0.0171,0.6240
ANIK,9/27/2013 12:00:00 AM,,,,,92235,-0.0300,-0.1220
ANIP,9/27/2013 12:00:00 AM,,,,,20933,0.0800,0.8580
ANSS,9/27/2013 12:00:00 AM,,,,,163705,-1.2300,-1.4020
ANTM,9/27/2013 12:00:00 AM,,,,,1389045,-0.1477,-0.1900
AOBC,9/27/2013 12:00:00 AM,,,,,1242414,-0.0500,-0.4430
AON,9/27/2013 12:00:00 AM,,,,,1476185,-0.3306,-0.4640
AOS,9/27/2013 12:00:00 AM,,,,,804074,-0.0756,-0.3550
AOSL,9/27/2013 12:00:00 AM,,,,,21606,-0.2200,-2.5700
APA,9/27/2013 12:00:00 AM,,,,,1849866,-0.2196,-0.2770
APAM,9/27/2013 12:00:00 AM,,,,,25506,0.3828,1.1270
APC,9/27/2013 12:00:00 AM,,,,,1611342,0.0477,0.0530
APD,9/27/2013 12:00:00 AM,,,,,1338475,-1.8406,-1.8980
APEI,9/27/2013 12:00:00 AM,,,,,68190,-0.7700,-1.9780
APH,9/27/2013 12:00:00 AM,,,,,619952,-0.2105,-0.5640
APOG,9/27/2013 12:00:00 AM,,,,,76810,-0.1607,-0.5730
APTS,9/27/2013 12:00:00 AM,,,,,21623,-0.1365,-2.3600
ARAY,9/27/2013 12:00:00 AM,,,,,674124,0.0800,1.1080
ARE,9/27/2013 12:00:00 AM,,,,,349050,-0.5128,-0.9250
AREX,9/27/2013 12:00:00 AM,,,,,405283,-0.0500,-0.1900
ARGO,9/27/2013 12:00:00 AM,,,,,138087,0.0799,0.2800
ARI,9/27/2013 12:00:00 AM,,,,,138492,-0.1288,-1.3670
ARII,9/27/2013 12:00:00 AM,,,,,132434,0.3949,1.2150
ARL,9/27/2013 12:00:00 AM,,,,,485,-0.0799,-1.6650
ARNA,9/27/2013 12:00:00 AM,,,,,259932,-1.2000,-2.0300
ARNC,9/27/2013 12:00:00 AM,,,,,4704584,-0.1493,-0.8460
AROW,9/27/2013 12:00:00 AM,,,,,13246,0.1305,0.6630
ARQL,9/27/2013 12:00:00 AM,,,,,2412763,0.1000,4.0490
ARR,9/27/2013 12:00:00 AM,,,,,2470471,-0.0745,-0.4730
ARRS,9/27/2013 12:00:00 AM,,,,,1467594,-0.0600,-0.3510
ARRY,9/27/2013 12:00:00 AM,,,,,2983810,0.1300,2.1780
ARTNA,9/27/2013 12:00:00 AM,,,,,14933,0.0509,0.2690
ARW,9/27/2013 12:00:00 AM,,,,,256198,-0.2700,-0.5580
ARWR,9/27/2013 12:00:00 AM,,,,,826828,0.2600,4.4910
ASB,9/27/2013 12:00:00 AM,,,,,1087051,0.0090,0.0650
ASC,9/27/2013 12:00:00 AM,,,,,34151,0.0175,0.1660
ASGN,9/27/2013 12:00:00 AM,,,,,207882,0.1800,0.5440
ASH,9/27/2013 12:00:00 AM,,,,,423963,-0.4714,-1.1150
ASMB,9/27/2013 12:00:00 AM,,,,,97640,1.5000,10.6380
ASNA,9/27/2013 12:00:00 AM,,,,,2028644,0.0600,0.3010
ASPS,9/27/2013 12:00:00 AM,,,,,61596,-0.4000,-0.2810
ASRT,9/27/2013 12:00:00 AM,,,,,126869,0.0100,0.1330
ASTE,9/27/2013 12:00:00 AM,,,,,20695,-0.2297,-0.6620
ASUR,9/27/2013 12:00:00 AM,,,,,26173,-0.0700,-1.5840
AT,9/27/2013 12:00:00 AM,,,,,355753,-0.0345,-0.9330
ATGE,9/27/2013 12:00:00 AM,,,,,255976,0.1343,0.4640
ATHN,9/27/2013 12:00:00 AM,,,,,355041,1.6900,1.5740
ATHX,9/27/2013 12:00:00 AM,,,,,342466,0.0200,1.1900
ATI,9/27/2013 12:00:00 AM,,,,,1306448,-0.3827,-1.3380
ATLO,9/27/2013 12:00:00 AM,,,,,23115,0.3088,1.5780
ATNI,9/27/2013 12:00:00 AM,,,,,9520,-0.0462,-0.0970
ATO,9/27/2013 12:00:00 AM,,,,,462205,-0.2460,-0.6580
ATR,9/27/2013 12:00:00 AM,,,,,267719,-0.8487,-1.5190
ATRC,9/27/2013 12:00:00 AM,,,,,57725,0.1400,1.2940
ATRI,9/27/2013 12:00:00 AM,,,,,1842,-1.8014,-0.7220
ATRO,9/27/2013 12:00:00 AM,,,,,134503,-0.6899,-2.0460
ATRS,9/27/2013 12:00:00 AM,,,,,2599951,0.1900,4.7980
ATSG,9/27/2013 12:00:00 AM,,,,,125671,0.0900,1.2050
ATU,9/27/2013 12:00:00 AM,,,,,436179,-0.0994,-0.2560
ATVI,9/27/2013 12:00:00 AM,,,,,3396788,-0.1845,-1.1170
AUBN,9/27/2013 12:00:00 AM,,,,,900,0.4891,2.4340
AVA,9/27/2013 12:00:00 AM,,,,,286775,-0.3093,-1.3850
AVAV,9/27/2013 12:00:00 AM,,,,,102855,0.0000,0.0000
AVB,9/27/2013 12:00:00 AM,,,,,505754,-0.3444,-0.3080
AVD,9/27/2013 12:00:00 AM,,,,,112337,-0.1462,-0.5510
AVEO,9/27/2013 12:00:00 AM,,,,,541146,-0.0300,-1.4150
AVGO,9/27/2013 12:00:00 AM,,,,,2199835,0.3966,1.0170
AVHI,9/27/2013 12:00:00 AM,,,,,86396,0.4400,2.6190
AVID,9/27/2013 12:00:00 AM,,,,,602197,0.0900,1.5650
AVT,9/27/2013 12:00:00 AM,,,,,462274,0.0554,0.1440
AVX,9/27/2013 12:00:00 AM,,,,,89030,-0.0519,-0.4560
AVY,9/27/2013 12:00:00 AM,,,,,511011,-0.2859,-0.7290
AWI,9/27/2013 12:00:00 AM,,,,,490999,0.2400,0.4380
AWK,9/27/2013 12:00:00 AM,,,,,481451,-0.2143,-0.5840
AWR,9/27/2013 12:00:00 AM,,,,,244694,-0.0893,-0.3650
AXAS,9/27/2013 12:00:00 AM,,,,,777496,0.0600,2.3440
AXDX,9/27/2013 12:00:00 AM,,,,,70161,-0.0400,-0.3600
AXE,9/27/2013 12:00:00 AM,,,,,111446,-0.8229,-0.9890
AXGN,9/27/2013 12:00:00 AM,,,,,11478,-0.0300,-0.6700
AXL,9/27/2013 12:00:00 AM,,,,,558498,-0.2300,-1.1490
AXP,9/27/2013 12:00:00 AM,,,,,2522523,-0.3994,-0.5630
AXS,9/27/2013 12:00:00 AM,,,,,653636,0.1334,0.3480
AXTI,9/27/2013 12:00:00 AM,,,,,13859,-0.0200,-0.8440
AYI,9/27/2013 12:00:00 AM,,,,,286895,-0.9838,-1.0850
AYR,9/27/2013 12:00:00 AM,,,,,317673,-0.0558,-0.4000
AZO,9/27/2013 12:00:00 AM,,,,,325521,0.8900,0.2110
AZPN,9/27/2013 12:00:00 AM,,,,,252179,-0.3300,-0.9420
AZZ,9/27/2013 12:00:00 AM,,,,,1183187,-0.8257,-2.0410
B,9/27/2013 12:00:00 AM,,,,,355978,-0.1227,-0.3720
BA,9/27/2013 12:00:00 AM,,,,,2848897,-0.5634,-0.5360
BABY,9/27/2013 12:00:00 AM,,,,,49563,-0.0300,-0.2160
BAC,9/27/2013 12:00:00 AM,,,,,78954848,-0.1689,-1.2780
BAH,9/27/2013 12:00:00 AM,,,,,189650,-0.1634,-1.0690
BANC,9/27/2013 12:00:00 AM,,,,,72039,-0.0256,-0.2160
BANF,9/27/2013 12:00:00 AM,,,,,20240,-0.1276,-0.5160
BANR,9/27/2013 12:00:00 AM,,,,,90640,-0.1083,-0.3180
BAS,9/27/2013 12:00:00 AM,,,,,643,-136.8224,-1.8480
BAX,9/27/2013 12:00:00 AM,,,,,3515481,0.0149,0.0450
BBBY,9/27/2013 12:00:00 AM,,,,,1851234,-0.2947,-0.4000
BBGI,9/27/2013 12:00:00 AM,,,,,2823,0.0087,0.1190
BBSI,9/27/2013 12:00:00 AM,,,,,28162,-2.5310,-3.8840
BBT,9/27/2013 12:00:00 AM,,,,,3570441,0.0261,0.0880
BBX,9/27/2013 12:00:00 AM,,,,,532013,-0.0495,-2.0830
BBY,9/27/2013 12:00:00 AM,,,,,2838765,-0.4744,-1.4270
BC,9/27/2013 12:00:00 AM,,,,,554505,0.1790,0.4780
BCBP,9/27/2013 12:00:00 AM,,,,,103,0.0320,0.3690
BCC,9/27/2013 12:00:00 AM,,,,,156292,0.0583,0.2250
BCEI,9/27/2013 12:00:00 AM,,,,,2182,-5.5794,-0.1020
BCML,9/27/2013 12:00:00 AM,,,,,100,-0.1500,-1.5080
BCO,9/27/2013 12:00:00 AM,,,,,94691,-0.2449,-0.9250
BCOR,9/27/2013 12:00:00 AM,,,,,298754,-0.6100,-2.5840
BCOV,9/27/2013 12:00:00 AM,,,,,98405,-0.1600,-1.4490
BCPC,9/27/2013 12:00:00 AM,,,,,23779,-0.8395,-1.6440
BCRX,9/27/2013 12:00:00 AM,,,,,1572112,0.0400,0.5520
BDC,9/27/2013 12:00:00 AM,,,,,139218,-0.2367,-0.3740
BDGE,9/27/2013 12:00:00 AM,,,,,5767,0.0255,0.1370
BDN,9/27/2013 12:00:00 AM,,,,,745865,0.0000,0.0000
BDX,9/27/2013 12:00:00 AM,,,,,781666,-0.9495,-1.0210
BEAT,9/27/2013 12:00:00 AM,,,,,273046,-0.3200,-3.1250
BECN,9/27/2013 12:00:00 AM,,,,,533553,0.1700,0.4610
BEL,9/27/2013 12:00:00 AM,,,,,284597,0.4000,3.1870
BELFB,9/27/2013 12:00:00 AM,,,,,5954,-0.1030,-0.6290
BEN,9/27/2013 12:00:00 AM,,,,,1494696,-0.1180,-0.2750
BERY,9/27/2013 12:00:00 AM,,,,,1917245,0.7700,3.9070
BF.B,9/27/2013 12:00:00 AM,,,,,514240,-0.1287,-0.4920
BFAM,9/27/2013 12:00:00 AM,,,,,134201,-0.4400,-1.2010
BFIN,9/27/2013 12:00:00 AM,,,,,12192,-0.1485,-1.7740
BFS,9/27/2013 12:00:00 AM,,,,,11655,0.0170,0.0430
BG,9/27/2013 12:00:00 AM,,,,,1286849,-0.3941,-0.5740
BGCP,9/27/2013 12:00:00 AM,,,,,517974,-0.0293,-0.7010
BGFV,9/27/2013 12:00:00 AM,,,,,261777,-0.0940,-0.7420
BGG,9/27/2013 12:00:00 AM,,,,,338997,-0.1683,-0.9290
BGS,9/27/2013 12:00:00 AM,,,,,207291,0.0160,0.0580
BH,9/27/2013 12:00:00 AM,,,,,6498,-5.2600,-1.2550
BHB,9/27/2013 12:00:00 AM,,,,,3647,0.0038,0.0270
BHE,9/27/2013 12:00:00 AM,,,,,140194,-0.1287,-0.5620
BHLB,9/27/2013 12:00:00 AM,,,,,100491,-0.0175,-0.0800
BID,9/27/2013 12:00:00 AM,,,,,629588,0.2591,0.5980
BIG,9/27/2013 12:00:00 AM,,,,,192312,-0.3302,-0.9630
BIIB,9/27/2013 12:00:00 AM,,,,,1118913,1.7700,0.7280
BIO,9/27/2013 12:00:00 AM,,,,,40716,-0.2400,-0.2050
BIOS,9/27/2013 12:00:00 AM,,,,,1736298,0.0600,0.6830
BJRI,9/27/2013 12:00:00 AM,,,,,439693,-0.6239,-2.1480
BK,9/27/2013 12:00:00 AM,,,,,3076781,-0.3201,-1.1440
BKD,9/27/2013 12:00:00 AM,,,,,752020,-0.1100,-0.4110
BKE,9/27/2013 12:00:00 AM,,,,,84700,0.1012,0.2800
BKH,9/27/2013 12:00:00 AM,,,,,132003,-0.2742,-0.6390
BKNG,9/27/2013 12:00:00 AM,,,,,447306,3.3600,0.3320
BKS,9/27/2013 12:00:00 AM,,,,,5200555,-0.0524,-0.7670
BKU,9/27/2013 12:00:00 AM,,,,,226417,0.1957,0.7200
BLDR,9/27/2013 12:00:00 AM,,,,,193791,-0.0900,-1.5050
BLK,9/27/2013 12:00:00 AM,,,,,507489,-1.5337,-0.6340
BLKB,9/27/2013 12:00:00 AM,,,,,135788,-0.8816,-2.3200
BLL,9/27/2013 12:00:00 AM,,,,,2683106,-0.2252,-1.0340
BLMN,9/27/2013 12:00:00 AM,,,,,605910,0.4060,1.8360
BLMT,9/27/2013 12:00:00 AM,,,,,6797,0.0700,0.4960
BLUE,9/27/2013 12:00:00 AM,,,,,109595,1.2900,4.9900
BLX,9/27/2013 12:00:00 AM,,,,,45730,-0.0910,-0.4780
BMCH,9/27/2013 12:00:00 AM,,,,,104091,-0.3000,-2.1990
BMI,9/27/2013 12:00:00 AM,,,,,35630,-0.2399,-1.0810
BMRC,9/27/2013 12:00:00 AM,,,,,33623,0.7867,2.0710
BMRN,9/27/2013 12:00:00 AM,,,,,1255126,-0.0400,-0.0540
BMS,9/27/2013 12:00:00 AM,,,,,749099,-0.1406,-0.4050
BMTC,9/27/2013 12:00:00 AM,,,,,16838,0.0442,0.1880
BMY,9/27/2013 12:00:00 AM,,,,,8511697,-0.6409,-1.5560
BNCL,9/27/2013 12:00:00 AM,,,,,111355,-0.0485,-0.5000
BNFT,9/27/2013 12:00:00 AM,,,,,127997,3.4900,7.7610
BOCH,9/27/2013 12:00:00 AM,,,,,23312,0.0000,0.0000
BOFI,9/27/2013 12:00:00 AM,,,,,395864,-0.2050,-1.2510
BOH,9/27/2013 12:00:00 AM,,,,,301835,0.2163,0.4650
BOKF,9/27/2013 12:00:00 AM,,,,,71886,-0.1594,-0.2820
BOOM,9/27/2013 12:00:00 AM,,,,,30814,-0.0288,-0.1290
BPFH,9/27/2013 12:00:00 AM,,,,,232237,-0.0172,-0.1810
BPOP,9/27/2013 12:00:00 AM,,,,,857940,-0.2423,-0.9740
BR,9/27/2013 12:00:00 AM,,,,,372142,0.0364,0.1270
BRC,9/27/2013 12:00:00 AM,,,,,170482,-0.1656,-0.6260
BREW,9/27/2013 12:00:00 AM,,,,,28405,0.1100,0.8040
BRK.B,9/27/2013 12:00:00 AM,,,,,2777200,-0.9400,-0.8120
BRKL,9/27/2013 12:00:00 AM,,,,,159017,-0.0772,-0.9640
BRKR,9/27/2013 12:00:00 AM,,,,,677211,0.2460,1.2320
BRKS,9/27/2013 12:00:00 AM,,,,,172348,-0.0524,-0.6450
BRO,9/27/2013 12:00:00 AM,,,,,924384,0.0094,0.0620
BRS,9/27/2013 12:00:00 AM,,,,,115019,-0.3761,-0.5610
BRSS,9/27/2013 12:00:00 AM,,,,,220522,0.4231,2.5880
BRT,9/27/2013 12:00:00 AM,,,,,2664,-0.0173,-0.2570
BSET,9/27/2013 12:00:00 AM,,,,,25516,-0.0624,-0.4350
BSRR,9/27/2013 12:00:00 AM,,,,,7711,-0.5257,-3.6000
BSTC,9/27/2013 12:00:00 AM,,,,,12454,0.3900,2.0690
BSX,9/27/2013 12:00:00 AM,,,,,6680001,-0.1500,-1.2850
BTX,9/27/2013 12:00:00 AM,,,,,32544,-0.0277,-0.7710
BUSE,9/27/2013 12:00:00 AM,,,,,21497,-0.0259,-0.1930
BWA,9/27/2013 12:00:00 AM,,,,,922338,-0.2306,-0.4800
BWFG,9/27/2013 12:00:00 AM,,,,,500,-0.9684,-4.5450
BXC,9/27/2013 12:00:00 AM,,,,,8017,-0.1000,-0.5320
BXMT,9/27/2013 12:00:00 AM,,,,,132602,-0.1858,-1.0590
BXP,9/27/2013 12:00:00 AM,,,,,827184,0.2945,0.3280
BXS,9/27/2013 12:00:00 AM,,,,,677540,-0.0093,-0.0500
BYD,9/27/2013 12:00:00 AM,,,,,1536288,-0.1388,-0.9810
BZH,9/27/2013 12:00:00 AM,,,,,555406,-0.4400,-2.4040
C,9/27/2013 12:00:00 AM,,,,,20243114,-0.0383,-0.0820
CA,9/27/2013 12:00:00 AM,,,,,2134882,-0.1618,-0.6280
CAC,9/27/2013 12:00:00 AM,,,,,38739,0.2570,1.0870
CACC,9/27/2013 12:00:00 AM,,,,,25449,-0.4700,-0.4230
CACI,9/27/2013 12:00:00 AM,,,,,105170,0.1900,0.2750
CAG,9/27/2013 12:00:00 AM,,,,,3490651,-0.1439,-0.6890
CAH,9/27/2013 12:00:00 AM,,,,,1334980,0.2362,0.5050
CAI,9/27/2013 12:00:00 AM,,,,,63200,-0.0100,-0.0430
CAKE,9/27/2013 12:00:00 AM,,,,,418614,-0.0550,-0.1360
CAL,9/27/2013 12:00:00 AM,,,,,176514,0.2766,1.2640
CALM,9/27/2013 12:00:00 AM,,,,,111712,-0.2449,-1.0920
CALX,9/27/2013 12:00:00 AM,,,,,102223,-0.1000,-0.7790
CAMP,9/27/2013 12:00:00 AM,,,,,143750,-0.1000,-0.5820
CAR,9/27/2013 12:00:00 AM,,,,,4616205,0.4900,1.7480
CARB,9/27/2013 12:00:00 AM,,,,,44564,-0.2200,-1.4740
CASI,9/27/2013 12:00:00 AM,,,,,9407,-0.0100,-0.5650
CASS,9/27/2013 12:00:00 AM,,,,,33081,-0.9941,-2.1380
CASY,9/27/2013 12:00:00 AM,,,,,176214,-0.1719,-0.2450
CAT,9/27/2013 12:00:00 AM,,,,,3017659,-0.3422,-0.4750
CATC,9/27/2013 12:00:00 AM,,,,,400,-0.0423,-0.1290
CATM,9/27/2013 12:00:00 AM,,,,,157914,-0.2900,-0.7830
CATO,9/27/2013 12:00:00 AM,,,,,47629,-0.1179,-0.5370
CATY,9/27/2013 12:00:00 AM,,,,,166976,0.2000,0.9600
CB,9/27/2013 12:00:00 AM,,,,,755254,-0.3140,-0.3700
CBB,9/27/2013 12:00:00 AM,,,,,129348,-0.1500,-1.0750
CBIO,9/27/2013 12:00:00 AM,,,,,720,-5.4570,-1.3110
CBL,9/27/2013 12:00:00 AM,,,,,1842085,0.0386,0.3130
CBM,9/27/2013 12:00:00 AM,,,,,116815,-0.1200,-0.9080
CBMG,9/27/2013 12:00:00 AM,,,,,185,0.0000,0.0000
CBOE,9/27/2013 12:00:00 AM,,,,,241938,-0.0742,-0.1760
CBRE,9/27/2013 12:00:00 AM,,,,,1151875,-0.0800,-0.3420
CBRL,9/27/2013 12:00:00 AM,,,,,261033,-0.6698,-0.7990
CBS,9/27/2013 12:00:00 AM,,,,,5761205,-0.0566,-0.1080
CBSH,9/27/2013 12:00:00 AM,,,,,340776,-0.0595,-0.1830
CBT,9/27/2013 12:00:00 AM,,,,,203258,-0.1351,-0.3510
CBU,9/27/2013 12:00:00 AM,,,,,64481,-0.0087,-0.0300
CBZ,9/27/2013 12:00:00 AM,,,,,81357,0.0500,0.6700
CCBG,9/27/2013 12:00:00 AM,,,,,6401,-0.0668,-0.5930
CCF,9/27/2013 12:00:00 AM,,,,,6247,0.2063,0.7450
CCI,9/27/2013 12:00:00 AM,,,,,2116107,-0.2438,-0.3970
CCK,9/27/2013 12:00:00 AM,,,,,2133217,-0.4400,-1.0230
