Ticker,TradeDate,Open,High,Low,Close,Volume,Change,ChangePercent
HRB,10/7/2013 12:00:00 AM,,,,,3517215,-0.6323,-2.5960
HRC,10/7/2013 12:00:00 AM,,,,,292772,-0.3304,-0.9400
HRI,10/7/2013 12:00:00 AM,,,,,602210,-4.6500,-1.3440
HRL,10/7/2013 12:00:00 AM,,,,,804984,-0.1139,-0.5950
HRS,10/7/2013 12:00:00 AM,,,,,369315,-1.0040,-1.8800
HRTX,10/7/2013 12:00:00 AM,,,,,17223,-0.1980,-2.8700
HSC,10/7/2013 12:00:00 AM,,,,,564016,-0.2512,-1.1290
HSIC,10/7/2013 12:00:00 AM,,,,,483524,-0.7400,-1.4060
HSII,10/7/2013 12:00:00 AM,,,,,92769,-0.3464,-2.0540
HSKA,10/7/2013 12:00:00 AM,,,,,6125,-0.0200,-0.3440
HST,10/7/2013 12:00:00 AM,,,,,4761060,-0.1550,-1.0690
HSTM,10/7/2013 12:00:00 AM,,,,,87311,-0.6523,-1.8380
HSY,10/7/2013 12:00:00 AM,,,,,496970,-0.1775,-0.2180
HT,10/7/2013 12:00:00 AM,,,,,791652,0.1533,0.8910
HTA,10/7/2013 12:00:00 AM,,,,,287737,0.1083,0.5600
HTBI,10/7/2013 12:00:00 AM,,,,,65749,-0.1400,-0.8520
HTBK,10/7/2013 12:00:00 AM,,,,,22939,-0.0520,-0.8250
HTH,10/7/2013 12:00:00 AM,,,,,289536,-0.1958,-1.1070
HTLD,10/7/2013 12:00:00 AM,,,,,194846,-0.1473,-1.0610
HTLF,10/7/2013 12:00:00 AM,,,,,9710,-0.5165,-2.0360
HTZ,10/7/2013 12:00:00 AM,,,,,2272489,-1.2322,-1.3440
HUBG,10/7/2013 12:00:00 AM,,,,,167078,-0.8700,-2.2440
HUM,10/7/2013 12:00:00 AM,,,,,805084,-1.7683,-1.8960
HUN,10/7/2013 12:00:00 AM,,,,,3239820,-0.1502,-0.7760
HURC,10/7/2013 12:00:00 AM,,,,,15668,-0.5897,-2.5190
HURN,10/7/2013 12:00:00 AM,,,,,149895,-0.2300,-0.4330
HVT,10/7/2013 12:00:00 AM,,,,,174983,-0.1980,-0.9480
HWC,10/7/2013 12:00:00 AM,,,,,575119,-0.2880,-1.0600
HWKN,10/7/2013 12:00:00 AM,,,,,28638,-0.8221,-2.4320
HXL,10/7/2013 12:00:00 AM,,,,,297398,-0.0097,-0.0260
HY,10/7/2013 12:00:00 AM,,,,,64133,-1.8577,-2.2620
HZNP,10/7/2013 12:00:00 AM,,,,,1379794,0.2000,5.4500
HZO,10/7/2013 12:00:00 AM,,,,,133105,0.4600,3.7100
I,10/7/2013 12:00:00 AM,,,,,147388,-0.5200,-2.1680
IAC,10/7/2013 12:00:00 AM,,,,,749968,-0.1822,-0.3440
IART,10/7/2013 12:00:00 AM,,,,,311814,-0.0700,-0.3380
IBCP,10/7/2013 12:00:00 AM,,,,,66623,-0.3507,-3.9650
IBKC,10/7/2013 12:00:00 AM,,,,,224231,-1.0417,-2.0750
IBKR,10/7/2013 12:00:00 AM,,,,,197506,-0.3119,-1.6910
IBM,10/7/2013 12:00:00 AM,,,,,3967992,-1.7659,-1.1350
IBOC,10/7/2013 12:00:00 AM,,,,,129173,-0.3829,-1.9060
IBTX,10/7/2013 12:00:00 AM,,,,,6796,-0.0097,-0.0280
ICE,10/7/2013 12:00:00 AM,,,,,3442995,-0.1261,-0.3360
ICFI,10/7/2013 12:00:00 AM,,,,,47414,-0.3578,-1.0400
ICPT,10/7/2013 12:00:00 AM,,,,,69570,0.3900,0.5660
ICUI,10/7/2013 12:00:00 AM,,,,,109574,-1.2500,-1.8430
IDA,10/7/2013 12:00:00 AM,,,,,236859,-0.2599,-0.6230
IDCC,10/7/2013 12:00:00 AM,,,,,312310,-0.6125,-1.7430
IDRA,10/7/2013 12:00:00 AM,,,,,499219,-0.1600,-0.6990
IDTI,10/7/2013 12:00:00 AM,,,,,1400174,0.0000,0.0000
IDXX,10/7/2013 12:00:00 AM,,,,,334086,-0.1950,-0.3820
IESC,10/7/2013 12:00:00 AM,,,,,18520,-0.0900,-1.9310
IEX,10/7/2013 12:00:00 AM,,,,,388044,-0.3065,-0.5080
IFF,10/7/2013 12:00:00 AM,,,,,279521,-1.4276,-1.8800
IGT,10/7/2013 12:00:00 AM,,,,,3390941,-0.3394,-2.1030
IHC,10/7/2013 12:00:00 AM,,,,,15846,-0.6210,-4.7730
III,10/7/2013 12:00:00 AM,,,,,352449,-0.0386,-0.9550
IIIN,10/7/2013 12:00:00 AM,,,,,30632,-0.2621,-1.8010
IIN,10/7/2013 12:00:00 AM,,,,,8896,0.0000,0.0000
IIVI,10/7/2013 12:00:00 AM,,,,,291328,-0.3400,-1.8380
ILMN,10/7/2013 12:00:00 AM,,,,,574479,-2.5600,-3.1530
IMAX,10/7/2013 12:00:00 AM,,,,,1238479,-0.6500,-2.4070
IMGN,10/7/2013 12:00:00 AM,,,,,433201,-0.5800,-3.3550
IMH,10/7/2013 12:00:00 AM,,,,,16005,-0.1420,-1.5350
IMKTA,10/7/2013 12:00:00 AM,,,,,33245,-0.2994,-1.2120
IMMR,10/7/2013 12:00:00 AM,,,,,285232,-0.4000,-2.9990
IMMU,10/7/2013 12:00:00 AM,,,,,762948,0.0000,0.0000
IMPV,10/7/2013 12:00:00 AM,,,,,323040,0.0800,0.2020
INAP,10/7/2013 12:00:00 AM,,,,,36835,-0.2000,-0.7040
INBK,10/7/2013 12:00:00 AM,,,,,12760,0.1146,0.4410
INCY,10/7/2013 12:00:00 AM,,,,,1266344,-1.8400,-4.5870
INDB,10/7/2013 12:00:00 AM,,,,,34561,-0.4866,-1.5090
INFN,10/7/2013 12:00:00 AM,,,,,749779,-0.2500,-2.1310
INGR,10/7/2013 12:00:00 AM,,,,,368644,-0.6017,-1.0080
INN,10/7/2013 12:00:00 AM,,,,,385241,0.0080,0.1100
INO,10/7/2013 12:00:00 AM,,,,,2068356,0.4800,5.4300
INSM,10/7/2013 12:00:00 AM,,,,,379286,-0.5300,-3.4910
INSY,10/7/2013 12:00:00 AM,,,,,1007762,1.6433,11.1660
INT,10/7/2013 12:00:00 AM,,,,,245984,-0.1265,-0.3470
INTC,10/7/2013 12:00:00 AM,,,,,21321403,0.0172,0.0880
INTL,10/7/2013 12:00:00 AM,,,,,26471,-0.0700,-0.3420
INTU,10/7/2013 12:00:00 AM,,,,,2263064,-0.0569,-0.0910
INVA,10/7/2013 12:00:00 AM,,,,,565044,-0.9225,-3.0510
INWK,10/7/2013 12:00:00 AM,,,,,143983,-0.1100,-1.1460
IO,10/7/2013 12:00:00 AM,,,,,96959,-0.7500,-1.0160
IONS,10/7/2013 12:00:00 AM,,,,,1621019,-2.0600,-5.7110
IOSP,10/7/2013 12:00:00 AM,,,,,46988,-0.7909,-1.8590
IP,10/7/2013 12:00:00 AM,,,,,5330625,-0.0084,-0.0230
IPAR,10/7/2013 12:00:00 AM,,,,,167181,-0.7254,-2.6650
IPG,10/7/2013 12:00:00 AM,,,,,2190397,-0.2189,-1.4710
IPGP,10/7/2013 12:00:00 AM,,,,,387569,-0.9500,-1.5470
IPHI,10/7/2013 12:00:00 AM,,,,,93853,-0.0800,-0.6060
IPHS,10/7/2013 12:00:00 AM,,,,,33686,-0.1785,-0.4150
IPI,10/7/2013 12:00:00 AM,,,,,1297261,-0.2500,-1.5620
IQV,10/7/2013 12:00:00 AM,,,,,499278,-1.4300,-3.2510
IR,10/7/2013 12:00:00 AM,,,,,1362505,-1.6646,-2.7690
IRBT,10/7/2013 12:00:00 AM,,,,,394771,-1.1200,-3.0640
IRDM,10/7/2013 12:00:00 AM,,,,,320462,0.0000,0.0000
IRET,10/7/2013 12:00:00 AM,,,,,375153,-0.0296,-0.4900
IRM,10/7/2013 12:00:00 AM,,,,,887806,0.0602,0.3450
IRT,10/7/2013 12:00:00 AM,,,,,14433,-0.0271,-0.4800
IRWD,10/7/2013 12:00:00 AM,,,,,1222332,-0.2200,-1.9100
ISBC,10/7/2013 12:00:00 AM,,,,,122440,-0.2259,-1.1300
ISCA,10/7/2013 12:00:00 AM,,,,,117902,-1.1219,-3.7380
ISRG,10/7/2013 12:00:00 AM,,,,,2308551,5.5700,4.5870
ISRL,10/7/2013 12:00:00 AM,,,,,2572,-5.4700,-4.2500
IT,10/7/2013 12:00:00 AM,,,,,349734,-0.5000,-0.8330
ITG,10/7/2013 12:00:00 AM,,,,,269628,-0.1423,-0.9880
ITGR,10/7/2013 12:00:00 AM,,,,,85349,-0.3100,-0.8990
ITI,10/7/2013 12:00:00 AM,,,,,29695,0.0200,1.1050
ITIC,10/7/2013 12:00:00 AM,,,,,10103,0.5717,0.7980
ITRI,10/7/2013 12:00:00 AM,,,,,458325,-0.5900,-1.3720
ITT,10/7/2013 12:00:00 AM,,,,,472747,-0.2927,-0.8500
ITW,10/7/2013 12:00:00 AM,,,,,1229252,-0.4070,-0.5970
IVC,10/7/2013 12:00:00 AM,,,,,143034,-0.1871,-1.1360
IVR,10/7/2013 12:00:00 AM,,,,,1004920,0.0285,0.3260
IVZ,10/7/2013 12:00:00 AM,,,,,1931369,-0.3897,-1.4210
JACK,10/7/2013 12:00:00 AM,,,,,260933,-0.8318,-2.2070
JAZZ,10/7/2013 12:00:00 AM,,,,,525387,-2.0200,-2.2200
JBHT,10/7/2013 12:00:00 AM,,,,,430975,-0.7233,-1.0420
JBL,10/7/2013 12:00:00 AM,,,,,2233693,-0.1490,-0.7240
JBLU,10/7/2013 12:00:00 AM,,,,,4189910,0.1200,1.7940
JBSS,10/7/2013 12:00:00 AM,,,,,14319,-0.4969,-2.8240
JBT,10/7/2013 12:00:00 AM,,,,,115304,-0.1443,-0.5950
JCI,10/7/2013 12:00:00 AM,,,,,1357198,-0.2348,-0.7170
JCOM,10/7/2013 12:00:00 AM,,,,,619079,0.0363,0.0780
JCP,10/7/2013 12:00:00 AM,,,,,32762583,-0.1500,-1.9080
JEC,10/7/2013 12:00:00 AM,,,,,689976,-0.2750,-0.4870
JEF,10/7/2013 12:00:00 AM,,,,,1297653,-0.3093,-1.1920
JJSF,10/7/2013 12:00:00 AM,,,,,26797,-0.2901,-0.3890
JKHY,10/7/2013 12:00:00 AM,,,,,290698,-0.7670,-1.5660
JLL,10/7/2013 12:00:00 AM,,,,,344933,-0.1660,-0.2020
JNJ,10/7/2013 12:00:00 AM,,,,,5705238,-0.6275,-0.8250
JNPR,10/7/2013 12:00:00 AM,,,,,3568585,-0.2756,-1.3910
JOE,10/7/2013 12:00:00 AM,,,,,265612,-0.0800,-0.4160
JOUT,10/7/2013 12:00:00 AM,,,,,9561,-0.3607,-1.4820
JPM,10/7/2013 12:00:00 AM,,,,,16154446,-0.7446,-1.5950
JWN,10/7/2013 12:00:00 AM,,,,,1884672,-0.4301,-0.8580
K,10/7/2013 12:00:00 AM,,,,,1444937,0.1379,0.2700
KAI,10/7/2013 12:00:00 AM,,,,,17913,-0.2709,-0.9000
KALU,10/7/2013 12:00:00 AM,,,,,121655,-0.1170,-0.1790
KAMN,10/7/2013 12:00:00 AM,,,,,69628,-0.0556,-0.1600
KAR,10/7/2013 12:00:00 AM,,,,,1336673,0.0348,0.1390
KBAL,10/7/2013 12:00:00 AM,,,,,61448,-0.1665,-1.6950
KBH,10/7/2013 12:00:00 AM,,,,,6492665,-0.4175,-2.4940
KBR,10/7/2013 12:00:00 AM,,,,,559564,-0.4663,-1.5330
KDP,10/7/2013 12:00:00 AM,,,,,1276051,-0.0129,-0.2070
KELYA,10/7/2013 12:00:00 AM,,,,,103806,-0.4137,-2.2590
KEM,10/7/2013 12:00:00 AM,,,,,147162,-0.0500,-0.9940
KERX,10/7/2013 12:00:00 AM,,,,,1180988,-0.3000,-2.9010
KEX,10/7/2013 12:00:00 AM,,,,,170685,-2.0500,-2.3600
KEY,10/7/2013 12:00:00 AM,,,,,9129522,-0.1682,-1.6320
KEYW,10/7/2013 12:00:00 AM,,,,,62149,-0.0400,-0.3130
KFRC,10/7/2013 12:00:00 AM,,,,,74580,-0.3342,-2.0880
KFY,10/7/2013 12:00:00 AM,,,,,305790,-0.1054,-0.5050
KIM,10/7/2013 12:00:00 AM,,,,,3695017,0.0162,0.1020
KINS,10/7/2013 12:00:00 AM,,,,,900,0.0355,0.7660
KIRK,10/7/2013 12:00:00 AM,,,,,105903,-0.5475,-3.2100
KLAC,10/7/2013 12:00:00 AM,,,,,749796,-0.0279,-0.0660
KMB,10/7/2013 12:00:00 AM,,,,,984946,-0.3417,-0.4240
KMG,10/7/2013 12:00:00 AM,,,,,8633,0.8121,4.0150
KMI,10/7/2013 12:00:00 AM,,,,,5043607,-0.3125,-1.0730
KMPR,10/7/2013 12:00:00 AM,,,,,168846,-0.0270,-0.0870
KMT,10/7/2013 12:00:00 AM,,,,,578886,-0.7671,-1.9040
KMX,10/7/2013 12:00:00 AM,,,,,2227870,-0.0300,-0.0620
KNL,10/7/2013 12:00:00 AM,,,,,89254,-0.4204,-2.9070
KNX,10/7/2013 12:00:00 AM,,,,,806438,-0.6766,-2.3840
KO,10/7/2013 12:00:00 AM,,,,,16707707,-0.1278,-0.4030
KODK,10/7/2013 12:00:00 AM,,,,,10286,0.9500,3.3870
KOP,10/7/2013 12:00:00 AM,,,,,82517,-0.5512,-1.3240
KOPN,10/7/2013 12:00:00 AM,,,,,75557,-0.0300,-0.7610
KORS,10/7/2013 12:00:00 AM,,,,,1757662,-2.0200,-2.6460
KOS,10/7/2013 12:00:00 AM,,,,,133124,-0.0100,-0.0950
KR,10/7/2013 12:00:00 AM,,,,,4913418,-0.3061,-1.6270
KRA,10/7/2013 12:00:00 AM,,,,,170545,-0.5000,-2.5520
KRC,10/7/2013 12:00:00 AM,,,,,749858,0.4601,1.0890
KRG,10/7/2013 12:00:00 AM,,,,,41258,0.1261,0.6730
KRNY,10/7/2013 12:00:00 AM,,,,,12780,-0.0975,-0.9620
KRO,10/7/2013 12:00:00 AM,,,,,80758,0.0310,0.2630
KS,10/7/2013 12:00:00 AM,,,,,448524,-0.1678,-0.8050
KSS,10/7/2013 12:00:00 AM,,,,,1512286,-0.4891,-1.1240
KSU,10/7/2013 12:00:00 AM,,,,,449218,-0.8528,-0.8130
KTOS,10/7/2013 12:00:00 AM,,,,,340794,0.0200,0.2390
KVHI,10/7/2013 12:00:00 AM,,,,,13712,-0.4000,-2.9200
KW,10/7/2013 12:00:00 AM,,,,,133636,-0.0354,-0.2150
KWR,10/7/2013 12:00:00 AM,,,,,31248,-0.9558,-1.4050
L,10/7/2013 12:00:00 AM,,,,,653502,-0.1923,-0.4250
LABL,10/7/2013 12:00:00 AM,,,,,24460,-0.2947,-0.8960
LAD,10/7/2013 12:00:00 AM,,,,,238730,-1.9632,-2.8350
LAMR,10/7/2013 12:00:00 AM,,,,,609478,-0.3497,-0.9300
LANC,10/7/2013 12:00:00 AM,,,,,58523,0.6728,0.9870
LAND,10/7/2013 12:00:00 AM,,,,,22678,0.0394,0.3110
LAWS,10/7/2013 12:00:00 AM,,,,,13614,0.5600,5.3080
LAZ,10/7/2013 12:00:00 AM,,,,,634067,0.1672,0.6110
LB,10/7/2013 12:00:00 AM,,,,,2216500,-1.1722,-2.5210
LBAI,10/7/2013 12:00:00 AM,,,,,26267,-0.1502,-1.6030
LCI,10/7/2013 12:00:00 AM,,,,,812488,-0.0700,-0.3890
LCII,10/7/2013 12:00:00 AM,,,,,127344,0.0353,0.0850
LCNB,10/7/2013 12:00:00 AM,,,,,16011,-0.3498,-2.1470
LCUT,10/7/2013 12:00:00 AM,,,,,5176,-0.1139,-0.8250
LDL,10/7/2013 12:00:00 AM,,,,,57042,0.0400,0.2340
LDOS,10/7/2013 12:00:00 AM,,,,,1015806,-0.5052,-1.7140
LEA,10/7/2013 12:00:00 AM,,,,,822327,-1.4958,-2.1410
LECO,10/7/2013 12:00:00 AM,,,,,330594,-1.0944,-1.7540
LEG,10/7/2013 12:00:00 AM,,,,,1128473,-0.4407,-1.7230
LEN,10/7/2013 12:00:00 AM,,,,,3107192,0.0096,0.0290
LFUS,10/7/2013 12:00:00 AM,,,,,75836,-0.7726,-1.0500
LGND,10/7/2013 12:00:00 AM,,,,,281226,-0.9100,-1.8700
LH,10/7/2013 12:00:00 AM,,,,,361176,-0.4200,-0.4180
LHCG,10/7/2013 12:00:00 AM,,,,,49708,-0.5800,-2.4450
LHO,10/7/2013 12:00:00 AM,,,,,444593,0.2229,1.0190
LII,10/7/2013 12:00:00 AM,,,,,303255,-1.1443,-1.6360
LION,10/7/2013 12:00:00 AM,,,,,40368,-0.0224,-0.1770
LJPC,10/7/2013 12:00:00 AM,,,,,38041,-0.9500,-10.3260
LKFN,10/7/2013 12:00:00 AM,,,,,31464,-0.1509,-0.7690
LKQ,10/7/2013 12:00:00 AM,,,,,1085210,-0.6400,-1.9630
LL,10/7/2013 12:00:00 AM,,,,,634144,-2.3700,-2.2140
LLEX,10/7/2013 12:00:00 AM,,,,,957,0.2000,0.9170
LLL,10/7/2013 12:00:00 AM,,,,,336802,-0.2086,-0.2480
LLNW,10/7/2013 12:00:00 AM,,,,,174399,-0.0500,-2.5380
LLY,10/7/2013 12:00:00 AM,,,,,7826143,-0.6341,-1.5090
LM,10/7/2013 12:00:00 AM,,,,,912138,-0.3436,-1.1160
LMAT,10/7/2013 12:00:00 AM,,,,,30694,0.0094,0.1480
LMNR,10/7/2013 12:00:00 AM,,,,,11261,-0.4299,-1.7670
LMNX,10/7/2013 12:00:00 AM,,,,,194785,-0.9537,-4.8740
LMT,10/7/2013 12:00:00 AM,,,,,1956190,0.9188,0.8650
LNC,10/7/2013 12:00:00 AM,,,,,1563675,-0.6429,-1.6240
LNDC,10/7/2013 12:00:00 AM,,,,,130044,-0.2600,-2.1740
LNG,10/7/2013 12:00:00 AM,,,,,3619577,-0.1600,-0.4540
LNN,10/7/2013 12:00:00 AM,,,,,156727,-0.3737,-0.4970
LNT,10/7/2013 12:00:00 AM,,,,,611640,-0.1612,-0.7700
LOGM,10/7/2013 12:00:00 AM,,,,,189472,-0.5815,-1.9420
LOPE,10/7/2013 12:00:00 AM,,,,,211733,-0.8700,-2.1580
LORL,10/7/2013 12:00:00 AM,,,,,7230,-0.6300,-0.9290
LOW,10/7/2013 12:00:00 AM,,,,,6404407,-0.8080,-1.8280
LPI,10/7/2013 12:00:00 AM,,,,,818002,-0.1700,-0.5410
LPLA,10/7/2013 12:00:00 AM,,,,,275138,-0.4785,-1.4010
LPNT,10/7/2013 12:00:00 AM,,,,,386436,0.1000,0.2080
LPSN,10/7/2013 12:00:00 AM,,,,,172029,-0.0800,-0.8560
LPX,10/7/2013 12:00:00 AM,,,,,1609266,-0.3749,-2.1240
LQDT,10/7/2013 12:00:00 AM,,,,,1129521,-3.7800,-11.5350
LRCX,10/7/2013 12:00:00 AM,,,,,1453672,-0.2346,-0.4810
LRN,10/7/2013 12:00:00 AM,,,,,303499,-0.8600,-2.8790
LSCC,10/7/2013 12:00:00 AM,,,,,1310640,0.0200,0.4440
LSI,10/7/2013 12:00:00 AM,,,,,127480,-0.0656,-0.1060
LSTR,10/7/2013 12:00:00 AM,,,,,360549,-0.0575,-0.1080
LTC,10/7/2013 12:00:00 AM,,,,,113168,-0.0626,-0.2140
LTS,10/7/2013 12:00:00 AM,,,,,111860,0.0295,1.7340
LTXB,10/7/2013 12:00:00 AM,,,,,81627,-0.3916,-2.0620
LULU,10/7/2013 12:00:00 AM,,,,,1837066,-0.5700,-0.7460
LUV,10/7/2013 12:00:00 AM,,,,,6634232,-0.0192,-0.1340
LVS,10/7/2013 12:00:00 AM,,,,,2081797,-0.5447,-1.0100
LXP,10/7/2013 12:00:00 AM,,,,,1494504,-0.1563,-1.9210
LXRX,10/7/2013 12:00:00 AM,,,,,165546,-0.2100,-1.0420
LXU,10/7/2013 12:00:00 AM,,,,,176324,-0.2600,-0.8090
LYB,10/7/2013 12:00:00 AM,,,,,1764425,-0.6787,-1.0740
LYV,10/7/2013 12:00:00 AM,,,,,1131191,-0.0200,-0.1050
LZB,10/7/2013 12:00:00 AM,,,,,366993,-0.4873,-2.2780
M,10/7/2013 12:00:00 AM,,,,,4639743,-0.8988,-2.4510
MA,10/7/2013 12:00:00 AM,,,,,5288820,-0.6446,-0.9900
MAA,10/7/2013 12:00:00 AM,,,,,696533,0.5201,1.0240
MAC,10/7/2013 12:00:00 AM,,,,,1353696,0.0957,0.2160
MAN,10/7/2013 12:00:00 AM,,,,,362976,-1.2396,-1.7870
MANH,10/7/2013 12:00:00 AM,,,,,231460,-0.5075,-2.1190
MANT,10/7/2013 12:00:00 AM,,,,,125524,-0.2218,-0.8860
MAR,10/7/2013 12:00:00 AM,,,,,1353104,-0.5994,-1.5020
MARK,10/7/2013 12:00:00 AM,,,,,16451,0.0300,0.8040
MAS,10/7/2013 12:00:00 AM,,,,,3080249,-0.3955,-2.2900
MASI,10/7/2013 12:00:00 AM,,,,,244249,-0.2900,-1.0860
MAT,10/7/2013 12:00:00 AM,,,,,2805988,-1.1443,-3.2900
MATW,10/7/2013 12:00:00 AM,,,,,97765,-0.0095,-0.0260
MATX,10/7/2013 12:00:00 AM,,,,,176162,-0.5280,-2.2610
MBFI,10/7/2013 12:00:00 AM,,,,,95966,-0.5367,-2.0600
MBI,10/7/2013 12:00:00 AM,,,,,2236670,-0.3200,-3.0050
MBII,10/7/2013 12:00:00 AM,,,,,116576,-0.1050,-0.6220
MBTF,10/7/2013 12:00:00 AM,,,,,5166,-0.0418,-1.3160
MBWM,10/7/2013 12:00:00 AM,,,,,6799,-0.3828,-2.3430
MCBC,10/7/2013 12:00:00 AM,,,,,22997,0.0092,0.1890
MCD,10/7/2013 12:00:00 AM,,,,,3037068,-0.2924,-0.3590
MCHP,10/7/2013 12:00:00 AM,,,,,1478649,0.0792,0.2280
MCK,10/7/2013 12:00:00 AM,,,,,1307868,-2.1651,-1.6990
MCO,10/7/2013 12:00:00 AM,,,,,683942,-0.2530,-0.3810
MCRI,10/7/2013 12:00:00 AM,,,,,71567,-0.4200,-2.1220
MCS,10/7/2013 12:00:00 AM,,,,,88924,-0.1627,-1.2770
MCY,10/7/2013 12:00:00 AM,,,,,106146,-0.3394,-0.8810
MD,10/7/2013 12:00:00 AM,,,,,235956,-0.3700,-0.7270
MDC,10/7/2013 12:00:00 AM,,,,,734529,-0.3501,-1.6340
MDCA,10/7/2013 12:00:00 AM,,,,,326711,0.2426,1.4360
MDCO,10/7/2013 12:00:00 AM,,,,,560946,-0.2400,-0.7230
MDGL,10/7/2013 12:00:00 AM,,,,,14989,-2.1000,-0.9240
MDLZ,10/7/2013 12:00:00 AM,,,,,5559073,-0.0920,-0.3240
MDP,10/7/2013 12:00:00 AM,,,,,178571,-0.4055,-1.0320
MDR,10/7/2013 12:00:00 AM,,,,,599710,-0.1200,-0.5460
MDRX,10/7/2013 12:00:00 AM,,,,,1420327,-0.0550,-0.3660
MDSO,10/7/2013 12:00:00 AM,,,,,235588,-1.5000,-3.0090
MDT,10/7/2013 12:00:00 AM,,,,,2631284,-0.5716,-1.1810
MDU,10/7/2013 12:00:00 AM,,,,,617725,-0.2574,-1.0720
MDXG,10/7/2013 12:00:00 AM,,,,,536850,0.1000,2.0830
MED,10/7/2013 12:00:00 AM,,,,,238128,-0.5290,-2.2290
MEET,10/7/2013 12:00:00 AM,,,,,974628,0.1000,5.5870
MEI,10/7/2013 12:00:00 AM,,,,,354820,-0.6074,-2.2080
MET,10/7/2013 12:00:00 AM,,,,,3730968,-0.5891,-1.6150
MFA,10/7/2013 12:00:00 AM,,,,,3017361,0.0059,0.1330
MFSF,10/7/2013 12:00:00 AM,,,,,9540,-0.0363,-0.2560
MG,10/7/2013 12:00:00 AM,,,,,81008,0.1200,0.6980
MGEE,10/7/2013 12:00:00 AM,,,,,45000,-0.1713,-0.5480
MGI,10/7/2013 12:00:00 AM,,,,,68995,-0.3900,-2.0410
MGLN,10/7/2013 12:00:00 AM,,,,,49808,-0.7700,-1.2750
MGM,10/7/2013 12:00:00 AM,,,,,5298658,-0.2046,-1.0200
MGPI,10/7/2013 12:00:00 AM,,,,,22466,-0.0096,-0.2000
MGRC,10/7/2013 12:00:00 AM,,,,,17607,-0.4392,-1.4350
MHK,10/7/2013 12:00:00 AM,,,,,535883,-3.2900,-2.5170
MHLD,10/7/2013 12:00:00 AM,,,,,509084,-0.0793,-0.8260
MHO,10/7/2013 12:00:00 AM,,,,,311628,-0.3800,-2.0260
MIC,10/7/2013 12:00:00 AM,,,,,481802,0.0907,0.2420
MIDD,10/7/2013 12:00:00 AM,,,,,189489,-1.1933,-1.6920
MINI,10/7/2013 12:00:00 AM,,,,,238903,-0.0179,-0.0600
MITK,10/7/2013 12:00:00 AM,,,,,613107,0.2200,4.2310
MITT,10/7/2013 12:00:00 AM,,,,,243849,0.0055,0.0610
MKC,10/7/2013 12:00:00 AM,,,,,571210,0.2095,0.3560
MKL,10/7/2013 12:00:00 AM,,,,,53068,-0.4800,-0.0930
MKSI,10/7/2013 12:00:00 AM,,,,,277801,0.1206,0.4740
MKTX,10/7/2013 12:00:00 AM,,,,,126565,-0.1724,-0.2860
MLAB,10/7/2013 12:00:00 AM,,,,,3725,-0.3298,-0.4970
MLHR,10/7/2013 12:00:00 AM,,,,,202794,-0.6245,-2.4550
MLI,10/7/2013 12:00:00 AM,,,,,106711,-0.0876,-0.3630
MLM,10/7/2013 12:00:00 AM,,,,,225470,0.0285,0.0310
MLNT,10/7/2013 12:00:00 AM,,,,,29057,-2.1000,-3.4150
MLP,10/7/2013 12:00:00 AM,,,,,6982,-0.0400,-0.9390
MLR,10/7/2013 12:00:00 AM,,,,,12269,-0.1293,-0.8850
MLVF,10/7/2013 12:00:00 AM,,,,,2168,0.0100,0.0790
MMC,10/7/2013 12:00:00 AM,,,,,2525105,-0.5143,-1.3090
MMM,10/7/2013 12:00:00 AM,,,,,1931239,-0.6273,-0.5950
MMS,10/7/2013 12:00:00 AM,,,,,274660,-0.5312,-1.1520
MMSI,10/7/2013 12:00:00 AM,,,,,198823,-0.0200,-0.1540
MNK,10/7/2013 12:00:00 AM,,,,,369978,-0.5300,-1.1910
MNKD,10/7/2013 12:00:00 AM,,,,,1758592,-1.6000,-5.9480
MNOV,10/7/2013 12:00:00 AM,,,,,17077,0.0700,2.7780
MNR,10/7/2013 12:00:00 AM,,,,,86919,-0.0692,-1.0070
MNRO,10/7/2013 12:00:00 AM,,,,,99843,-0.8710,-2.0020
MNST,10/7/2013 12:00:00 AM,,,,,4380306,-0.0733,-0.4240
MNTA,10/7/2013 12:00:00 AM,,,,,265706,-0.1500,-0.9900
MNTX,10/7/2013 12:00:00 AM,,,,,61405,-0.0400,-0.3580
MO,10/7/2013 12:00:00 AM,,,,,6399191,0.0812,0.2890
MOD,10/7/2013 12:00:00 AM,,,,,169423,-0.4500,-3.1010
MODN,10/7/2013 12:00:00 AM,,,,,326368,-0.3400,-3.4800
MOFG,10/7/2013 12:00:00 AM,,,,,25655,0.3148,1.4770
MOH,10/7/2013 12:00:00 AM,,,,,665145,-1.0800,-2.9420
MORN,10/7/2013 12:00:00 AM,,,,,17651,-1.1306,-1.5290
MOS,10/7/2013 12:00:00 AM,,,,,4914590,-0.4081,-0.9980
MOV,10/7/2013 12:00:00 AM,,,,,89641,-0.5519,-1.3620
MPAA,10/7/2013 12:00:00 AM,,,,,84471,-0.0300,-0.2340
MPB,10/7/2013 12:00:00 AM,,,,,200,-0.0174,-0.1730
MPC,10/7/2013 12:00:00 AM,,,,,5025476,-0.5763,-2.0080
MPW,10/7/2013 12:00:00 AM,,,,,919272,0.1912,2.2370
MPWR,10/7/2013 12:00:00 AM,,,,,257580,-0.2191,-0.7380
